timestamp,request_rate,vus,cpu_mcpu,memory_mib,replicas,hpa_desired_replicas,avg_response_ms,p95_response_ms,failed_req_rate
2026-08-29T02:58:58.921672,0.0,0.0,0.004339250491751138,41.6875,1.0,0.0,0.0,0.0,0.0
2026-08-29T02:59:07.591551,0.0,0.0,0.0036772004049891046,41.6875,1.0,0.0,0.0,0.0,0.0
2026-08-29T02:59:17.679926,0.0,0.0,0.003642060425109361,41.6875,1.0,0.0,0.0,0.0,0.0
2026-08-29T02:59:27.771340,0.0,0.0,0.004100703932048351,41.6875,1.0,0.0,0.0,0.0,0.0
2026-08-29T02:59:36.434188,0.0,0.0,0.0034017780597357414,41.6875,1.0,0.0,0.0,0.0,0.0
2026-08-29T02:59:46.523387,0.0,0.0,0.002863654958212479,41.6875,1.0,0.0,0.0,0.0,0.0
2026-08-29T02:59:56.617194,0.0,0.0,0.0021252602355123934,41.6875,1.0,0.0,0.0,0.0,0.0
2026-08-29T03:00:05.294659,0.0,0.0,0.002318893709384806,41.6875,1.0,0.0,0.0,0.0,0.0
2026-08-29T03:00:15.382713,0.0,4.0,1.2703748920569249,40.2421875,1.0,0.0,0.0,0.0,0.0
2026-08-29T03:00:25.465625,2.29672,8.0,1.0518651173944171,40.2421875,1.0,0.0,2.060838380223821,4.785031100242046,0.0
2026-08-29T03:00:35.554640,4.330666533326666,12.0,5.9314039847609745,40.58984375,1.0,0.0,2.0599083588699663,4.768367189300557,0.0
2026-08-29T03:00:44.237650,7.083019638025935,16.0,4.589843974324392,40.58984375,1.0,0.0,2.055224728485333,4.761199952485949,0.0
2026-08-29T03:00:54.329408,10.47093441150045,20.0,18.560609462709962,41.84765625,1.0,0.0,2.0001874758287026,4.75756816756227,0.0
2026-08-29T03:01:04.419107,14.553420808891634,25.0,12.772715409382146,41.84765625,1.0,0.0,1.9552379382207645,4.755441221101696,0.0
2026-08-29T03:01:13.111566,19.18327021241561,29.0,26.387666214775205,42.140625,1.0,0.0,1.9074893650963614,4.755091103965701,0.0
2026-08-29T03:01:23.210604,24.105836707867788,33.0,32.544389410762435,41.93359375,1.0,0.0,1.8594607634124911,4.75418133802817,0.0
2026-08-29T03:01:33.351576,27.500463144027496,37.0,35.12363983923097,42.23828125,1.0,0.0,1.8635260598354548,4.771412471825695,0.0
2026-08-29T03:01:42.066410,31.679051481031674,40.0,23.080249999998163,92.359375,1.0,0.0,1.9862238219623143,4.781066056245912,0.0
2026-08-29T03:01:52.174424,37.02682642349698,45.0,48.66142179818045,91.5859375,2.0,0.0,1.996914228260867,4.782834101382488,0.0
2026-08-29T03:02:02.291581,41.20453822500265,49.0,58.912694195470586,91.83203125,2.0,0.0,1.9578866630602738,4.77954898911353,0.0
2026-08-29T03:02:10.957020,44.879976942397164,59.0,64.96474688644993,93.02734375,2.0,0.0,1.928310328748274,4.785103926096998,0.0
2026-08-29T03:02:21.052009,52.65836744215639,70.0,74.68116741698559,94.7578125,2.0,0.0,1.8586507479871117,4.773058252427184,0.0
2026-08-29T03:02:31.176534,60.441541365342616,80.0,64.35766944565023,98.33203125,2.0,0.0,1.8313661364912164,4.7768172194777705,0.0
2026-08-29T03:02:39.963488,67.6437893696735,92.0,93.37574674656682,100.79296875,2.0,0.0,1.875156324299635,4.773255813953488,0.0
2026-08-29T03:02:50.075727,80.29026713912877,101.0,112.81267330248446,100.30859375,3.0,0.0,2.0046667611624827,4.789224826851358,0.0
2026-08-29T03:03:00.170075,91.60159565438803,112.0,120.32414071381906,101.2890625,3.0,0.0,1.9846579712696972,4.785480859010271,0.0
2026-08-29T03:03:10.326026,100.29042822715195,124.0,135.45103779769323,131.41796875,3.0,0.0,1.96187367413191,4.783416097661908,0.0
2026-08-29T03:03:20.413939,116.31283198688278,145.0,160.79027072867703,135.96484375,4.0,0.0,1.9415129390691608,4.78017878250591,0.0
2026-08-29T03:03:28.673487,131.5956546275395,156.0,174.8488932140264,138.6796875,4.0,0.0,1.9743119886089584,4.799526066350711,0.0
2026-08-29T03:03:38.832028,139.42291157959897,166.0,186.47634878900567,144.046875,4.0,0.0,1.8949071306278529,4.7943538346613535,0.0
2026-08-29T03:03:48.949418,150.63452213089386,177.0,197.04532409888995,143.796875,5.0,0.0,1.991526315981737,4.823229396082068,0.0
2026-08-29T03:03:57.726479,166.01765545433724,192.0,186.90113325985723,161.49609375,5.0,0.0,2.0927805419231555,4.8456582936336074,0.0
2026-08-29T03:04:07.822624,178.13722380801354,205.0,236.74812809682996,162.82421875,5.0,0.0,2.0532375265084046,4.845373827060841,0.0
2026-08-29T03:04:17.918746,191.0383592056808,219.0,250.57797348826145,166.66796875,5.0,0.0,2.108426994374249,4.857516740545129,0.0
2026-08-29T03:04:26.647782,203.01080532923035,233.0,271.59027648278686,171.234375,5.0,0.0,2.0621591361639897,4.838341082551102,0.0
2026-08-29T03:04:36.766577,216.92834912753085,247.0,274.3523989876814,174.37109375,5.0,0.0,2.0747258646253077,4.834139740856159,0.0
2026-08-29T03:04:46.906722,231.39195356075044,262.0,294.20529905858183,179.2265625,5.0,0.0,2.0042206396403093,4.809234182541504,0.0
2026-08-29T03:04:57.011430,240.43007082515575,276.0,295.2770592558131,180.296875,5.0,0.0,1.9554260763060758,4.794239862444475,0.0
2026-08-29T03:05:05.749943,261.1158708233525,290.0,322.87302933605656,181.44140625,5.0,0.0,1.9865369106855884,4.797862987759517,0.0
2026-08-29T03:05:16.083958,275.5009266706298,304.0,357.8287459204777,181.91015625,5.0,0.0,2.3377033310060362,4.8390720982864535,0.0
2026-08-29T03:05:26.192699,291.8638627103996,318.0,349.06205888990297,183.25390625,5.0,0.0,2.38039292511105,4.859309623430962,0.0
2026-08-29T03:05:34.929085,305.0826720732687,332.0,405.12556433200325,183.31640625,5.0,0.0,2.2859234011001446,4.857151227515088,0.0
2026-08-29T03:05:45.097270,320.03845145503806,348.0,391.6790814477824,183.7578125,5.0,0.0,2.7429759944298677,4.941036128152692,0.0
2026-08-29T03:05:55.229212,334.2072147651007,357.0,428.44228111843324,180.078125,5.0,0.0,2.7337437231605795,4.946052273346038,0.0
2026-08-29T03:06:04.133835,346.8772333490213,365.0,433.2403760999727,182.578125,5.0,0.0,2.7002709584422084,4.93628910125855,0.0
2026-08-29T03:06:14.301837,359.44499642664164,373.0,453.6600442637749,182.95703125,5.0,0.0,2.510868577960706,4.9137349967480635,0.0
2026-08-29T03:06:24.477671,369.53623366767175,381.0,428.7720033062404,184.51953125,5.0,0.0,2.5253214055839712,4.908569461970861,0.0
2026-08-29T03:06:33.125189,389.7900057098145,389.0,394.1633454498295,184.75,5.0,0.0,2.0597683728298857,4.831254828385387,0.0
2026-08-29T03:06:43.236541,398.8918495960749,399.0,430.9175995956172,185.84765625,5.0,0.0,2.0814373667355706,4.857129303334236,0.0
2026-08-29T03:06:53.419924,397.10306177112955,407.0,478.40491845983695,184.3984375,5.0,0.0,2.2346292174138065,4.893462340300422,0.0
2026-08-29T03:07:02.084917,406.08645485638937,414.0,480.53942953740795,183.2109375,5.0,0.0,2.192564853772315,4.90222286222967,0.0
2026-08-29T03:07:12.198287,426.48120620089196,423.0,491.14376472508894,182.71875,5.0,0.0,2.348989596623898,4.941427091427091,0.0
2026-08-29T03:07:22.342558,423.20207595353816,432.0,513.8684789209734,186.21484375,5.0,0.0,2.3455193466348017,4.932175341081354,0.0
2026-08-29T03:07:31.096545,431.3576077106846,440.0,499.9120144782525,186.65625,5.0,0.0,2.2987546618608623,4.896808405925488,0.0
2026-08-29T03:07:41.219326,452.6358183012909,449.0,458.90347826611185,185.67578125,5.0,0.0,2.148315741887166,4.862016488520346,0.0
2026-08-29T03:07:51.329750,457.96591487196883,432.0,512.7658969434056,186.421875,5.0,0.0,2.1734770913634813,4.844165958651939,0.0
2026-08-29T03:08:01.436863,444.2113490055737,407.0,446.6140897650235,186.09375,5.0,0.0,2.0190609710158167,4.811937148217636,0.0
2026-08-29T03:08:10.167424,449.05564495638185,380.0,438.81327338074385,186.92578125,5.0,0.0,2.023599417558545,4.821842243813718,0.0
