timestamp,request_rate,vus,cpu_mcpu,memory_mib,replicas,hpa_desired_replicas,avg_response_ms,p95_response_ms,failed_req_rate,request_rate_lag1,request_rate_lag3,request_rate_lag6,cpu_lag1,cpu_lag3,cpu_lag6,request_rate_rolling_mean_3,request_rate_rolling_mean_6,cpu_rolling_mean_3,cpu_rolling_mean_6,request_rate_change,cpu_change,future_cpu_mcpu
2026-08-28 11:20:01.620112,0.0,0.0,0.0044785858334269,43.40625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052814398011099,0.0025913279376722,0.0035090722364063,0.0,0.0,0.004026651079090067,0.00426166315133395,0.0,0.0018872578957546998,6.194871544158752
2026-08-28 11:20:11.730527,0.0,0.0,0.0067444094864224,43.40625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044785858334269,0.0023199276027334,0.00514090467511,0.0,0.0,0.005501478373653067,0.00452891395321935,0.0,0.004424481883689,7.235734838010506
2026-08-28 11:20:21.841073,0.0,1.0,0.0082545538378784,43.40625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067444094864224,0.0052814398011099,0.0057577930579513,0.0,0.0,0.006492516385909233,0.0049450407498738665,0.0,0.0029731140367684995,7.543346994203872
2026-08-28 11:20:28.539693,0.5108222490931076,2.0,8.580095036959085,42.4296875,1.0,1.0,2.885994307692307,8.62484694769984,0.0,0.0,0.0,0.0,0.0082545538378784,0.0044785858334269,0.0025913279376722,0.17027408303103586,0.08513704151551793,2.8650313334277953,1.4345289922534425,0.5108222490931076,8.575616451125658,7.543346994203872
2026-08-28 11:20:38.626129,0.8667790081848821,2.0,8.580095036959085,42.4296875,1.0,1.0,2.427213030303033,8.787134696297656,0.0,0.5108222490931076,0.0,0.0,8.580095036959085,0.0067444094864224,0.0023199276027334,0.45920041909266324,0.22960020954633162,5.722814875918682,2.8641581771461677,0.8667790081848821,8.573350627472662,8.171115691191488
2026-08-28 11:20:48.726324,1.367675496274031,3.0,13.019902597403714,41.71484375,1.0,1.0,2.1811183562000034,9.134335878855218,0.0,0.8667790081848821,0.0,0.0,8.580095036959085,0.0082545538378784,0.0052814398011099,0.9150922511840068,0.4575461255920034,10.060030890440627,5.0332617034132685,1.367675496274031,13.011648043565836,11.50895214520916
2026-08-28 11:21:00.468958,1.9747794619691383,4.0,11.060080930934976,41.6796875,1.0,1.0,2.11996388898562,8.060105060143126,0.0,1.367675496274031,0.5108222490931076,0.0,13.019902597403714,8.580095036959085,0.0044785858334269,1.4030779888093505,0.7866760359201931,10.886692855099257,6.875862094263527,1.4639572128760308,2.4799858939758916,15.929719762096166
2026-08-28 11:21:10.567583,2.593196398113429,4.0,6.194871544158752,42.015625,1.0,1.0,2.168512606520906,6.7274251473243405,0.0,1.9747794619691383,0.8667790081848821,0.0,11.060080930934976,8.580095036959085,0.0067444094864224,1.9785504521188662,1.2188754356057647,10.091618357499147,7.907216616708915,1.726417389928547,-2.385223492800333,18.16159917545913
2026-08-28 11:21:20.677781,3.19433151353235,5.0,7.235734838010506,41.88671875,1.0,1.0,2.0983641024096413,4.89751552795031,0.0,2.593196398113429,1.367675496274031,0.0,6.194871544158752,13.019902597403714,0.0082545538378784,2.5874357912049724,1.7512640211944897,8.163562437701412,9.11179666407102,1.826656017258319,-5.784167759393208,17.64183050342607
2026-08-28 11:21:29.263359,3.7751190614473225,5.0,7.543346994203872,41.88671875,1.0,1.0,2.033675497435898,4.875,0.0,3.19433151353235,1.9747794619691383,0.5108222490931076,7.235734838010506,11.060080930934976,8.580095036959085,3.187548991031034,2.295313489920192,6.991317792124377,8.939005323611818,1.8003395994781841,-3.5167339367311046,16.296920651114682
2026-08-28 11:21:39.359244,4.565663815618957,6.0,8.171115691191488,41.8203125,1.0,1.0,1.989281904347826,4.834070796460177,0.0,3.7751190614473225,2.593196398113429,0.8667790081848821,7.543346994203872,6.194871544158752,8.580095036959085,3.845038130199543,2.911794291159205,7.65006584113529,8.870842099317217,1.972467417505528,1.9762441470327365,23.176663759044253
2026-08-28 11:21:49.469631,5.203660506011126,7.0,11.50895214520916,42.546875,1.0,1.0,2.9588470919540266,4.8617647058823525,0.0,4.565663815618957,3.19433151353235,1.367675496274031,8.171115691191488,7.235734838010506,13.019902597403714,4.514814461025801,3.5511251261153873,9.074471610201506,8.619017023951459,2.0093289924787756,4.273217307198653,21.825736074434776
2026-08-28 11:21:59.566340,5.99987629121049,7.0,14.617477893418828,42.2265625,1.0,1.0,2.8852503161512058,4.867077464788732,0.0,5.203660506011126,3.7751190614473225,1.9747794619691383,11.50895214520916,7.543346994203872,11.060080930934976,5.25640020428019,4.2219745976556124,11.432515243273158,9.211916517698768,2.2247572297631675,7.074130899214956,19.618041589018024
2026-08-28 11:22:07.950594,6.860733521415748,8.0,15.929719762096166,42.2265625,1.0,1.0,2.851767978125,4.856230031948882,0.0,5.99987629121049,4.565663815618957,2.593196398113429,14.617477893418828,8.171115691191488,6.194871544158752,6.021423439545788,4.9332307848726655,14.018716600241383,10.834391220688337,2.2950697057967906,7.758604070904678,18.171770988976142
2026-08-28 11:22:18.041979,7.566042575019236,9.0,18.16159917545913,42.3984375,1.0,1.0,2.816628545197742,4.87391304347826,0.0,6.860733521415748,5.203660506011126,3.19433151353235,15.929719762096166,11.50895214520916,7.235734838010506,6.8088841292151585,5.66184929512048,16.236265610324708,12.655368610263105,2.3623820690081105,6.652647030249971,11.801843324537678
2026-08-28 11:22:28.175991,7.911195791740877,9.0,17.64183050342607,41.671875,1.0,1.0,2.903719299212597,4.931198910081744,0.0,7.566042575019236,5.99987629121049,3.7751190614473225,18.16159917545913,14.617477893418828,7.543346994203872,7.445990629391953,6.351195416836073,17.244383146993787,14.338449195133473,1.9113195005303867,3.0243526100072433,13.94579749638054
2026-08-28 11:22:36.171210,9.009984622382015,10.0,16.296920651114682,41.671875,1.0,1.0,2.9588874543269235,4.9523809523809526,0.0,7.911195791740877,6.860733521415748,4.565663815618957,17.64183050342607,15.929719762096166,8.171115691191488,8.162407663047377,7.091915551296583,17.366783443333293,15.692750021787338,2.149251100966268,0.3672008890185161,16.406759081250833
2026-08-28 11:22:46.282261,9.681192064454647,11.0,23.176663759044253,42.125,1.0,1.0,2.8576929261744968,4.926334106728538,0.0,9.009984622382015,7.566042575019236,5.203660506011126,16.296920651114682,18.16159917545913,11.50895214520916,8.867457492859181,7.838170811037169,19.03847163786167,17.637368624093188,2.115149489435411,5.015064583585122,17.762397322786494
2026-08-28 11:22:56.377950,10.044689470826546,11.0,21.825736074434776,42.66796875,1.0,1.0,2.6636141226611287,4.881944444444445,0.0,9.681192064454647,7.911195791740877,5.99987629121049,23.176663759044253,17.64183050342607,14.617477893418828,9.578622052554403,8.512306340973177,20.433106828197904,18.838744987595845,2.133493679085669,4.1839055710087045,15.414202679276336
2026-08-28 11:23:04.576293,10.73405032891302,12.0,19.618041589018024,42.3046875,1.0,1.0,2.554131785992217,4.853876739562625,0.0,10.044689470826546,9.009984622382015,6.860733521415748,21.825736074434776,16.296920651114682,15.929719762096166,10.15331062139807,9.157859142222724,21.54014714083235,19.45346529208282,1.7240657065310039,3.3211209379033413,20.324761450381608
2026-08-28 11:23:14.672628,11.829687296133605,12.0,18.171770988976142,42.3046875,1.0,1.0,2.379316417279409,4.802973977695167,0.0,10.73405032891302,9.681192064454647,7.566042575019236,19.618041589018024,23.176663759044253,18.16159917545913,10.86947569862439,9.868466595741785,19.871849550809646,19.45516059433566,2.1484952316789574,-5.0048927700681105,16.738683123144554
2026-08-28 11:23:24.782520,11.995592607222305,13.0,11.801843324537678,41.80078125,1.0,1.0,1.7912851819757345,4.75,0.0,11.829687296133605,10.044689470826546,7.911195791740877,18.171770988976142,21.825736074434776,17.64183050342607,11.519776744089642,10.549199398322024,16.530551967510615,18.48182939785426,1.950903136395759,-10.023892749897097,19.886184238596904
2026-08-28 11:23:32.818857,12.68217634462255,14.0,13.94579749638054,42.23046875,1.0,1.0,1.7898514721311418,4.75,0.0,11.995592607222305,10.73405032891302,9.009984622382015,11.801843324537678,19.618041589018024,16.296920651114682,12.169152082659485,11.161231352028778,14.639803936631452,18.089975538731903,1.94812601570953,-5.672244092637484,20.403164539666733
2026-08-28 11:23:42.909717,13.989052046224693,14.0,16.406759081250833,42.15234375,1.0,1.0,1.839111224806196,4.757375776397516,0.0,12.68217634462255,11.829687296133605,9.681192064454647,13.94579749638054,18.171770988976142,23.176663759044253,12.888940332689849,11.879208015657118,14.051466634056348,16.961658092432998,2.159364750091088,-1.7650119077253095,20.06533137292999
2026-08-28 11:23:53.008326,14.597271700408374,15.0,17.762397322786494,41.74609375,1.0,1.0,1.8550744002976207,4.757078986587183,0.0,13.989052046224693,11.995592607222305,10.044689470826546,16.406759081250833,11.801843324537678,21.825736074434776,13.756166697085206,12.637971720587425,16.038317966805955,16.284434967158287,2.6016790931860694,5.960553998248816,20.283201977430146
2026-08-28 11:24:01.018647,14.686248331108144,16.0,15.414202679276336,41.74609375,1.0,1.0,1.9277427869318184,4.770328102710414,0.0,14.597271700408374,12.68217634462255,10.73405032891302,17.762397322786494,13.94579749638054,19.618041589018024,14.424190692580403,13.296671387619947,16.527786361104553,15.583795148868006,2.004071986485595,1.468405182895797,20.856240441519137
2026-08-28 11:24:11.115476,15.96893474988547,16.0,20.324761450381608,43.23828125,1.0,1.0,1.9739598183060023,4.782668500687758,0.0,14.686248331108144,13.989052046224693,11.829687296133605,15.414202679276336,16.406759081250833,18.171770988976142,15.084151593800662,13.986545963245256,17.83378715081481,15.942626892435582,1.9798827036607776,3.9180023691307753,19.00957511032029
2026-08-28 11:24:21.217730,16.667030258077183,17.0,16.738683123144554,43.23828125,1.0,1.0,1.9640398324607269,4.7875989445910285,0.0,15.96893474988547,14.597271700408374,11.995592607222305,20.324761450381608,17.762397322786494,11.801843324537678,15.7740711130236,14.765118905054402,17.492549084267498,16.76543352553673,2.069758557668809,-1.0237141996419403,22.526160994537783
2026-08-28 11:24:31.312936,16.51288046428124,18.0,19.886184238596904,43.421875,1.0,1.0,1.939918003797461,4.786352040816327,0.0,16.667030258077183,14.686248331108144,12.68217634462255,16.738683123144554,15.414202679276336,13.94579749638054,16.382948490747964,15.403569591664185,18.983209604041022,17.755497982572788,1.826632133173094,4.471981559320568,19.159438515895825
2026-08-28 11:24:39.298009,18.05874003712196,18.0,20.403164539666733,43.421875,1.0,1.0,1.935992235792002,4.796398046398046,0.0,16.51288046428124,15.96893474988547,13.989052046224693,19.886184238596904,20.324761450381608,16.406759081250833,17.079550253160125,16.081850923480395,19.009343967136065,18.42156555897544,2.0898052872364907,0.07840308928512485,26.252514926932868
2026-08-28 11:24:49.443725,18.78016290699452,19.0,20.06533137292999,43.42578125,1.0,1.0,1.9447181790697528,4.788980070339976,0.0,18.05874003712196,16.667030258077183,14.597271700408374,20.403164539666733,16.738683123144554,17.762397322786494,17.783927802799237,16.778999457911418,20.11822671706454,18.80538790066602,2.113132648917336,3.3266482497854355,27.07966931461326
2026-08-28 11:24:59.548906,18.626017957820004,19.0,20.283201977430146,43.91015625,1.0,1.0,1.913198678251116,4.787570621468926,0.0,18.78016290699452,16.51288046428124,14.686248331108144,20.06533137292999,19.886184238596904,15.414202679276336,18.48830696731216,17.435627729030063,20.25056596334229,19.616887783691656,2.1131374935387655,0.39701773883324165,24.482136704293698
2026-08-28 11:25:07.524902,20.21857923497268,20.0,20.856240441519137,43.91015625,1.0,1.0,1.932782675675672,4.786220043572984,0.0,18.626017957820004,18.05874003712196,15.96893474988547,20.283201977430146,20.403164539666733,20.324761450381608,19.20825336659573,18.14390180987793,20.40159126395976,19.70546761554791,2.1598391978507188,0.45307590185240443,30.810247365803097
2026-08-28 11:25:17.645116,21.027322404371585,21.0,19.00957511032029,44.3984375,1.0,1.0,1.9902835103950007,4.799894957983193,0.0,20.21857923497268,18.78016290699452,16.667030258077183,20.856240441519137,20.06533137292999,16.738683123144554,19.95730653238809,18.870617167593664,20.049672509756522,20.083949613410535,2.2471594973770657,-1.0557562626096981,26.54689945740636
2026-08-28 11:25:27.769167,20.91604329474696,22.0,22.526160994537783,44.4296875,1.0,1.0,1.9704632307692287,4.793094758064516,0.0,21.027322404371585,18.626017957820004,16.51288046428124,19.00957511032029,20.283201977430146,19.886184238596904,20.720648311363743,19.604477639337954,20.797325515459068,20.523945739400677,2.2900253369269556,2.242959017107637,23.528555148704267
2026-08-28 11:25:35.865785,21.79318414509288,23.0,19.159438515895825,44.4296875,1.0,1.0,2.043563399808241,4.805286129970902,0.0,20.91604329474696,20.21857923497268,18.05874003712196,22.526160994537783,20.856240441519137,20.403164539666733,21.24551661473714,20.226884990666438,20.231724873584636,20.316658068772195,1.5746049101202004,-1.696801925623312,29.47024754578596
2026-08-28 11:25:45.961657,23.7996553303811,24.0,26.252514926932868,43.71875,1.0,1.0,2.0208910311355366,4.793900184842883,0.0,21.79318414509288,21.027322404371585,18.78016290699452,19.159438515895825,19.00957511032029,20.06533137292999,22.169627590073645,21.06346706123087,22.646038145788822,21.347855327772674,2.772332926009515,7.2429398166125765,27.67824942867588
2026-08-28 11:25:56.098714,23.78024634751256,25.0,27.07966931461326,43.69921875,1.0,1.0,1.99263163628396,4.791998231653404,0.0,23.7996553303811,20.91604329474696,18.626017957820004,26.252514926932868,22.526160994537783,20.283201977430146,23.124361940995513,21.922505126179626,24.163874252480653,22.48059988396986,2.8642030527655997,4.553508320075476,30.66365612272917
2026-08-28 11:26:04.155885,24.84264932683089,26.0,24.482136704293698,43.71875,1.0,1.0,1.9552454610226304,4.782067510548522,0.0,23.78024634751256,21.79318414509288,20.21857923497268,27.07966931461326,19.159438515895825,20.856240441519137,24.140850334908183,22.69318347482266,25.938106981946607,23.08491592776562,3.049465181738011,5.322698188397872,33.772920575359855
2026-08-28 11:26:14.280698,27.09466811751904,27.0,30.810247365803097,43.4375,1.0,1.0,1.9675760256821817,4.77683615819209,0.0,24.84264932683089,23.7996553303811,21.027322404371585,24.482136704293698,26.252514926932868,19.00957511032029,25.23918793062083,23.704407760347237,27.457351128236684,25.051694637012755,3.2950127871379387,4.557732438870229,35.52905620865238
2026-08-28 11:26:24.404602,28.139281828074,28.0,26.54689945740636,43.16015625,1.0,1.0,1.858487887084308,4.768439440993789,0.0,27.09466811751904,23.78024634751256,20.91604329474696,30.810247365803097,27.07966931461326,22.526160994537783,26.692199757474643,24.90828084923508,27.279761175834384,25.72181771415752,4.359035480561442,-0.5327698572068975,27.35591181915567
2026-08-28 11:26:32.536656,28.01867911941294,29.0,23.528555148704267,43.16015625,1.0,1.0,1.8883852702904056,4.774887724550898,0.0,28.139281828074,24.84264932683089,21.79318414509288,26.54689945740636,24.482136704293698,19.159438515895825,27.750876355001992,25.945863344955086,26.96190065730458,26.450003819625593,3.1760297925820495,-0.9535815555894303,30.435288187236523
2026-08-28 11:26:42.631289,30.30434782608696,30.0,29.47024754578596,43.6484375,1.0,1.0,1.928982872309918,4.805152394775036,0.0,28.01867911941294,27.09466811751904,23.7996553303811,23.528555148704267,30.810247365803097,26.252514926932868,28.820769591191304,27.029978760906065,26.5152340506322,26.98629258943444,3.209679708567922,-1.3399998200171375,31.606694876387184
2026-08-28 11:26:52.725125,31.39266924648898,31.0,27.67824942867588,43.6328125,1.0,1.0,1.9357027165627347,4.799894957983193,0.0,30.30434782608696,28.139281828074,23.78024634751256,29.47024754578596,26.54689945740636,27.07966931461326,29.905232063996294,28.29871591073547,26.892350707722034,27.086055941778213,3.2533874184149774,1.1313499712695183,37.1856676820713
2026-08-28 11:27:00.766261,30.897355819279618,32.0,30.66365612272917,43.37890625,1.0,1.0,1.9344561348617728,4.798535422343324,0.0,31.39266924648898,28.01867911941294,24.84264932683089,27.67824942867588,23.528555148704267,24.482136704293698,30.86479096395185,29.307833659476923,29.27071769906367,28.11630917818412,2.878676699866677,7.135100974024901,30.901079777889308
2026-08-28 11:27:10.860977,33.44496151002479,33.0,33.772920575359855,43.515625,1.0,1.0,2.018188326397912,4.803090072320841,0.0,30.897355819279618,30.30434782608696,27.09466811751904,30.66365612272917,29.47024754578596,30.810247365803097,31.91166219193113,30.366215891561215,30.70494204225497,28.610088046443582,3.140613683937829,4.302673029573896,40.67378428531406
2026-08-28 11:27:20.954749,34.53299989126889,34.0,35.52905620865238,43.51953125,1.0,1.0,2.0096897569269365,4.804458598726114,0.0,33.44496151002479,31.39266924648898,28.139281828074,33.772920575359855,27.67824942867588,26.54689945740636,32.95843907352443,31.431835568760363,33.32187763558047,30.10711417165125,3.140330644779908,7.850806779976498,30.04806585201268
2026-08-28 11:27:31.048076,34.157734495558245,35.0,27.35591181915567,43.51953125,1.0,1.0,2.027926692307671,4.776243093922651,0.0,34.53299989126889,30.897355819279618,28.01867911941294,35.52905620865238,30.66365612272917,23.528555148704267,34.04523196561731,32.45501146478458,32.21929620105597,30.745006950059818,3.260378676278627,-3.3077443035735,42.4858707170612
2026-08-28 11:27:39.071205,35.19893235465843,36.0,30.435288187236523,44.19140625,1.0,1.0,2.0196464828198915,4.775461584276355,0.0,34.157734495558245,33.44496151002479,30.30434782608696,27.35591181915567,33.772920575359855,29.47024754578596,34.629888913828516,33.270775552879826,31.106752071681523,30.905847056968245,1.753970844633642,-3.337632388123332,43.96941418205878
